'Elapsed time','MLII','V1'
'26:50.994',-0.360,-0.080
'26:50.997',-0.365,-0.085
'26:51.000',-0.355,-0.105
'26:51.003',-0.370,-0.110
'26:51.006',-0.375,-0.100
'26:51.008',-0.365,-0.095
'26:51.011',-0.355,-0.090
'26:51.014',-0.355,-0.085
'26:51.017',-0.360,-0.105
'26:51.019',-0.360,-0.110
'26:51.022',-0.360,-0.105
'26:51.025',-0.350,-0.085
'26:51.028',-0.350,-0.100
'26:51.031',-0.345,-0.095
'26:51.033',-0.340,-0.105
'26:51.036',-0.345,-0.100
'26:51.039',-0.345,-0.105
'26:51.042',-0.325,-0.100
'26:51.044',-0.310,-0.080
'26:51.047',-0.305,-0.090
'26:51.050',-0.315,-0.095
'26:51.053',-0.320,-0.105
'26:51.056',-0.310,-0.090
'26:51.058',-0.295,-0.070
'26:51.061',-0.280,-0.080
'26:51.064',-0.265,-0.085
'26:51.067',-0.265,-0.100
'26:51.069',-0.265,-0.100
'26:51.072',-0.245,-0.085
'26:51.075',-0.245,-0.080
'26:51.078',-0.230,-0.065
'26:51.081',-0.205,-0.065
'26:51.083',-0.210,-0.060
'26:51.086',-0.200,-0.060
'26:51.089',-0.195,-0.055
'26:51.092',-0.175,-0.045
'26:51.094',-0.155,-0.030
'26:51.097',-0.150,-0.045
'26:51.100',-0.140,-0.055
'26:51.103',-0.130,-0.055
'26:51.106',-0.130,-0.055
'26:51.108',-0.120,-0.035
'26:51.111',-0.100,-0.025
'26:51.114',-0.085,-0.045
'26:51.117',-0.085,-0.055
'26:51.119',-0.080,-0.055
'26:51.122',-0.080,-0.065
'26:51.125',-0.070,-0.060
'26:51.128',-0.060,-0.055
'26:51.131',-0.065,-0.070
'26:51.133',-0.050,-0.095
'26:51.136',-0.060,-0.115
'26:51.139',-0.065,-0.105
'26:51.142',-0.045,-0.100
'26:51.144',-0.035,-0.100
'26:51.147',-0.045,-0.100
'26:51.150',-0.055,-0.115
'26:51.153',-0.075,-0.115
'26:51.156',-0.085,-0.115
'26:51.158',-0.085,-0.095
'26:51.161',-0.090,-0.105
'26:51.164',-0.095,-0.105
'26:51.167',-0.110,-0.115
'26:51.169',-0.140,-0.125
'26:51.172',-0.150,-0.120
'26:51.175',-0.160,-0.100
'26:51.178',-0.170,-0.095
'26:51.181',-0.190,-0.100
'26:51.183',-0.215,-0.105
'26:51.186',-0.230,-0.110
'26:51.189',-0.255,-0.105
'26:51.192',-0.250,-0.090
'26:51.194',-0.250,-0.085
'26:51.197',-0.270,-0.080
'26:51.200',-0.280,-0.095
'26:51.203',-0.290,-0.100
'26:51.206',-0.310,-0.090
'26:51.208',-0.300,-0.080
'26:51.211',-0.295,-0.075
'26:51.214',-0.310,-0.075
'26:51.217',-0.330,-0.090
'26:51.219',-0.330,-0.095
'26:51.222',-0.330,-0.080
'26:51.225',-0.325,-0.080
'26:51.228',-0.335,-0.070
'26:51.231',-0.325,-0.060
'26:51.233',-0.345,-0.080
'26:51.236',-0.350,-0.095
'26:51.239',-0.350,-0.070
'26:51.242',-0.350,-0.055
'26:51.244',-0.345,-0.040
'26:51.247',-0.350,-0.040
'26:51.250',-0.365,-0.050
'26:51.253',-0.360,-0.055
'26:51.256',-0.375,-0.045
'26:51.258',-0.360,-0.035
'26:51.261',-0.355,-0.035
'26:51.264',-0.355,-0.035
'26:51.267',-0.365,-0.040
'26:51.269',-0.375,-0.050
'26:51.272',-0.375,-0.055
'26:51.275',-0.365,-0.030
'26:51.278',-0.355,-0.030
'26:51.281',-0.350,-0.035
'26:51.283',-0.355,-0.050
'26:51.286',-0.365,-0.060
'26:51.289',-0.365,-0.060
'26:51.292',-0.355,-0.065
'26:51.294',-0.360,-0.080
'26:51.297',-0.360,-0.080
'26:51.300',-0.375,-0.095
'26:51.303',-0.370,-0.110
'26:51.306',-0.365,-0.095
'26:51.308',-0.355,-0.070
'26:51.311',-0.340,-0.075
'26:51.314',-0.345,-0.080
'26:51.317',-0.355,-0.090
'26:51.319',-0.355,-0.105
'26:51.322',-0.345,-0.100
'26:51.325',-0.355,-0.085
'26:51.328',-0.335,-0.080
'26:51.331',-0.340,-0.090
'26:51.333',-0.335,-0.100
'26:51.336',-0.350,-0.100
'26:51.339',-0.350,-0.080
'26:51.342',-0.330,-0.080
'26:51.344',-0.335,-0.070
'26:51.347',-0.320,-0.070
'26:51.350',-0.330,-0.085
'26:51.353',-0.345,-0.100
'26:51.356',-0.345,-0.085
'26:51.358',-0.330,-0.070
'26:51.361',-0.330,-0.075
'26:51.364',-0.335,-0.070
'26:51.367',-0.345,-0.080
'26:51.369',-0.345,-0.090
'26:51.372',-0.355,-0.085
'26:51.375',-0.335,-0.075
'26:51.378',-0.325,-0.070
'26:51.381',-0.335,-0.080
'26:51.383',-0.340,-0.080
'26:51.386',-0.350,-0.090
'26:51.389',-0.360,-0.080
'26:51.392',-0.340,-0.075
'26:51.394',-0.330,-0.070
'26:51.397',-0.330,-0.060
'26:51.400',-0.330,-0.065
'26:51.403',-0.350,-0.060
'26:51.406',-0.350,-0.050
'26:51.408',-0.335,-0.035
'26:51.411',-0.330,-0.040
'26:51.414',-0.330,-0.030
'26:51.417',-0.330,-0.050
'26:51.419',-0.350,-0.055
'26:51.422',-0.350,-0.040
'26:51.425',-0.335,-0.025
'26:51.428',-0.335,-0.025
'26:51.431',-0.330,-0.020
'26:51.433',-0.335,-0.025
'26:51.436',-0.355,-0.040
'26:51.439',-0.360,-0.040
'26:51.442',-0.350,-0.030
'26:51.444',-0.330,-0.020
'26:51.447',-0.330,-0.040
'26:51.450',-0.340,-0.060
'26:51.453',-0.350,-0.070
'26:51.456',-0.350,-0.090
'26:51.458',-0.350,-0.080
'26:51.461',-0.340,-0.080
'26:51.464',-0.340,-0.075
'26:51.467',-0.340,-0.085
'26:51.469',-0.350,-0.095
'26:51.472',-0.345,-0.090
'26:51.475',-0.340,-0.080
'26:51.478',-0.340,-0.085
'26:51.481',-0.345,-0.085
'26:51.483',-0.345,-0.110
'26:51.486',-0.360,-0.105
'26:51.489',-0.350,-0.110
'26:51.492',-0.340,-0.100
'26:51.494',-0.330,-0.090
'26:51.497',-0.325,-0.085
'26:51.500',-0.345,-0.095
'26:51.503',-0.350,-0.100
'26:51.506',-0.345,-0.095
'26:51.508',-0.345,-0.085
'26:51.511',-0.350,-0.080
'26:51.514',-0.335,-0.080
'26:51.517',-0.340,-0.085
'26:51.519',-0.350,-0.095
'26:51.522',-0.370,-0.085
'26:51.525',-0.360,-0.075
'26:51.528',-0.355,-0.065
'26:51.531',-0.345,-0.075
'26:51.533',-0.350,-0.075
'26:51.536',-0.355,-0.080
'26:51.539',-0.365,-0.080
'26:51.542',-0.350,-0.075
'26:51.544',-0.340,-0.055
'26:51.547',-0.330,-0.070
'26:51.550',-0.335,-0.080
'26:51.553',-0.345,-0.085
'26:51.556',-0.350,-0.080
'26:51.558',-0.350,-0.065
'26:51.561',-0.340,-0.060
'26:51.564',-0.335,-0.060
'26:51.567',-0.345,-0.055
'26:51.569',-0.355,-0.065
'26:51.572',-0.355,-0.050
'26:51.575',-0.345,-0.040
'26:51.578',-0.345,-0.030
'26:51.581',-0.345,-0.035
'26:51.583',-0.345,-0.040
'26:51.586',-0.350,-0.050
'26:51.589',-0.355,-0.040
'26:51.592',-0.345,-0.030
'26:51.594',-0.335,-0.020
'26:51.597',-0.330,-0.020
'26:51.600',-0.335,-0.040
'26:51.603',-0.350,-0.040
'26:51.606',-0.350,-0.035
'26:51.608',-0.335,-0.020
'26:51.611',-0.330,-0.025
'26:51.614',-0.330,-0.025
'26:51.617',-0.345,-0.055
'26:51.619',-0.340,-0.065
'26:51.622',-0.350,-0.065
'26:51.625',-0.335,-0.065
'26:51.628',-0.330,-0.070
'26:51.631',-0.330,-0.070
'26:51.633',-0.330,-0.090
'26:51.636',-0.325,-0.080
'26:51.639',-0.315,-0.080
'26:51.642',-0.300,-0.070
'26:51.644',-0.285,-0.060
'26:51.647',-0.280,-0.065
'26:51.650',-0.285,-0.080
'26:51.653',-0.310,-0.095
'26:51.656',-0.300,-0.085
'26:51.658',-0.295,-0.070
'26:51.661',-0.285,-0.060
'26:51.664',-0.285,-0.070
'26:51.667',-0.280,-0.075
'26:51.669',-0.270,-0.085
'26:51.672',-0.270,-0.075
'26:51.675',-0.235,-0.060
'26:51.678',-0.215,-0.055
'26:51.681',-0.200,-0.060
'26:51.683',-0.195,-0.075
'26:51.686',-0.220,-0.090
'26:51.689',-0.230,-0.080
'26:51.692',-0.230,-0.060
'26:51.694',-0.230,-0.060
'26:51.697',-0.235,-0.075
'26:51.700',-0.235,-0.075
'26:51.703',-0.240,-0.080
'26:51.706',-0.250,-0.075
'26:51.708',-0.245,-0.075
'26:51.711',-0.245,-0.055
'26:51.714',-0.255,-0.070
'26:51.717',-0.255,-0.080
'26:51.719',-0.275,-0.090
'26:51.722',-0.275,-0.090
'26:51.725',-0.285,-0.070
'26:51.728',-0.295,-0.055
'26:51.731',-0.305,-0.055
'26:51.733',-0.320,-0.070
'26:51.736',-0.340,-0.080
'26:51.739',-0.345,-0.060
'26:51.742',-0.350,-0.040
'26:51.744',-0.350,-0.035
'26:51.747',-0.345,-0.040
'26:51.750',-0.350,-0.045
'26:51.753',-0.365,-0.050
'26:51.756',-0.380,-0.050
'26:51.758',-0.375,-0.040
'26:51.761',-0.355,-0.025
'26:51.764',-0.370,-0.035
'26:51.767',-0.355,-0.035
'26:51.769',-0.365,-0.035
'26:51.772',-0.365,-0.035
'26:51.775',-0.365,-0.010
'26:51.778',-0.350,-0.030
'26:51.781',-0.355,-0.020
'26:51.783',-0.350,-0.040
'26:51.786',-0.365,-0.045
'26:51.789',-0.360,-0.055
'26:51.792',-0.360,-0.050
'26:51.794',-0.350,-0.060
'26:51.797',-0.355,-0.065
'26:51.800',-0.360,-0.080
'26:51.803',-0.360,-0.090
'26:51.806',-0.375,-0.090
'26:51.808',-0.375,-0.080
'26:51.811',-0.375,-0.080
'26:51.814',-0.390,-0.065
'26:51.817',-0.425,-0.070
'26:51.819',-0.460,-0.085
'26:51.822',-0.475,-0.080
'26:51.825',-0.455,-0.060
'26:51.828',-0.410,-0.065
'26:51.831',-0.285,-0.070
'26:51.833',-0.115,-0.085
'26:51.836',0.130,-0.100
'26:51.839',0.420,-0.065
'26:51.842',0.770,-0.070
'26:51.844',1.095,-0.075
'26:51.847',1.325,-0.085
'26:51.850',1.370,-0.120
'26:51.853',1.225,-0.135
'26:51.856',0.945,-0.145
'26:51.858',0.665,-0.130
'26:51.861',0.455,-0.125
'26:51.864',0.325,-0.080
'26:51.867',0.245,-0.060
'26:51.869',0.190,-0.045
'26:51.872',0.100,-0.040
'26:51.875',-0.005,-0.030
'26:51.878',-0.055,-0.035
'26:51.881',-0.095,-0.045
'26:51.883',-0.160,-0.055
'26:51.886',-0.220,-0.065
'26:51.889',-0.270,-0.055
'26:51.892',-0.295,-0.050
'26:51.894',-0.315,-0.045
'26:51.897',-0.340,-0.050
'26:51.900',-0.380,-0.055
'26:51.903',-0.395,-0.070
'26:51.906',-0.400,-0.070
'26:51.908',-0.395,-0.050
'26:51.911',-0.385,-0.045
'26:51.914',-0.385,-0.040
'26:51.917',-0.395,-0.050
'26:51.919',-0.410,-0.050
'26:51.922',-0.400,-0.040
'26:51.925',-0.400,-0.035
'26:51.928',-0.410,-0.025
'26:51.931',-0.400,-0.020
'26:51.933',-0.410,-0.030
'26:51.936',-0.415,-0.040
'26:51.939',-0.425,-0.030
'26:51.942',-0.430,-0.015
'26:51.944',-0.410,-0.015
'26:51.947',-0.400,-0.015
'26:51.950',-0.410,-0.025
'26:51.953',-0.430,-0.030
'26:51.956',-0.415,-0.045
'26:51.958',-0.420,-0.045
'26:51.961',-0.410,-0.040
'26:51.964',-0.415,-0.040
'26:51.967',-0.430,-0.070
'26:51.969',-0.435,-0.090
'26:51.972',-0.440,-0.080
'26:51.975',-0.425,-0.075
'26:51.978',-0.415,-0.070
'26:51.981',-0.410,-0.065
'26:51.983',-0.420,-0.090
'26:51.986',-0.425,-0.095
'26:51.989',-0.435,-0.080
'26:51.992',-0.425,-0.075
'26:51.994',-0.425,-0.070
'26:51.997',-0.425,-0.070
'26:52.000',-0.430,-0.070
'26:52.003',-0.435,-0.090
'26:52.006',-0.430,-0.080
'26:52.008',-0.430,-0.075
'26:52.011',-0.420,-0.070
'26:52.014',-0.420,-0.060
'26:52.017',-0.435,-0.085
'26:52.019',-0.440,-0.095
'26:52.022',-0.440,-0.080
'26:52.025',-0.415,-0.065
'26:52.028',-0.415,-0.070
'26:52.031',-0.405,-0.060
'26:52.033',-0.415,-0.075
'26:52.036',-0.435,-0.075
'26:52.039',-0.435,-0.070
'26:52.042',-0.420,-0.065
'26:52.044',-0.415,-0.055
'26:52.047',-0.405,-0.065
'26:52.050',-0.415,-0.080
'26:52.053',-0.415,-0.090
'26:52.056',-0.415,-0.085
'26:52.058',-0.405,-0.075
'26:52.061',-0.400,-0.060
'26:52.064',-0.395,-0.075
'26:52.067',-0.395,-0.080
'26:52.069',-0.400,-0.085
'26:52.072',-0.390,-0.070
'26:52.075',-0.385,-0.050
'26:52.078',-0.375,-0.040
'26:52.081',-0.365,-0.040
'26:52.083',-0.370,-0.050
'26:52.086',-0.375,-0.050
'26:52.089',-0.360,-0.045
'26:52.092',-0.350,-0.030
'26:52.094',-0.330,-0.030
'26:52.097',-0.330,-0.030
'26:52.100',-0.335,-0.030
'26:52.103',-0.320,-0.050
'26:52.106',-0.315,-0.035
'26:52.108',-0.295,-0.030
'26:52.111',-0.290,-0.010
'26:52.114',-0.285,-0.025
'26:52.117',-0.270,-0.025
'26:52.119',-0.280,-0.045
'26:52.122',-0.260,-0.035
'26:52.125',-0.245,-0.030
'26:52.128',-0.225,-0.035
'26:52.131',-0.215,-0.050
'26:52.133',-0.215,-0.070
'26:52.136',-0.220,-0.085
'26:52.139',-0.200,-0.075
'26:52.142',-0.185,-0.070
'26:52.144',-0.160,-0.060
'26:52.147',-0.150,-0.070
'26:52.150',-0.155,-0.090
'26:52.153',-0.155,-0.085
'26:52.156',-0.145,-0.090
'26:52.158',-0.150,-0.070
'26:52.161',-0.115,-0.060
'26:52.164',-0.100,-0.080
'26:52.167',-0.095,-0.075
'26:52.169',-0.085,-0.080
'26:52.172',-0.100,-0.075
'26:52.175',-0.090,-0.075
'26:52.178',-0.070,-0.060
'26:52.181',-0.075,-0.050
'26:52.183',-0.070,-0.070
'26:52.186',-0.085,-0.070
'26:52.189',-0.105,-0.075
'26:52.192',-0.085,-0.070
'26:52.194',-0.085,-0.065
'26:52.197',-0.095,-0.060
'26:52.200',-0.120,-0.075
'26:52.203',-0.140,-0.085
'26:52.206',-0.155,-0.065
'26:52.208',-0.160,-0.060
'26:52.211',-0.155,-0.045
'26:52.214',-0.170,-0.060
'26:52.217',-0.190,-0.070
'26:52.219',-0.215,-0.070
'26:52.222',-0.240,-0.070
'26:52.225',-0.245,-0.050
'26:52.228',-0.255,-0.055
'26:52.231',-0.265,-0.045
'26:52.233',-0.270,-0.055
'26:52.236',-0.295,-0.060
'26:52.239',-0.310,-0.040
'26:52.242',-0.305,-0.020
'26:52.244',-0.310,-0.015
'26:52.247',-0.310,-0.015
'26:52.250',-0.320,-0.015
'26:52.253',-0.330,-0.010
'26:52.256',-0.330,-0.005
'26:52.258',-0.340,0.000
'26:52.261',-0.335,0.010
'26:52.264',-0.320,-0.005
'26:52.267',-0.345,-0.015
'26:52.269',-0.350,-0.020
'26:52.272',-0.350,-0.015
'26:52.275',-0.345,-0.005
'26:52.278',-0.335,0.000
'26:52.281',-0.340,0.000
'26:52.283',-0.350,-0.015
